DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240606682,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1350,06,Hollywood,0646,2,624,BATTERY - SIMPLE ASSAULT,0319 0417 0315 1013 0329 1402 0913 0400 0416 1218,29,F,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6600 W  SUNSET                       BL,,34.098,-118.3332
240907305,03/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0800,09,Van Nuys,0985,1,310,BURGLARY,0344 1607 0358,58,M,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,4600    VAN NUYS                     BL,,34.15,-118.4424
241706454,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1400,17,Devonshire,1793,2,922,CHILD STEALING,1813 1501 0913 2000 1300,39,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,922,,,,18900    NAPA                         ST,,34.2264,-118.5504
240207844,03/16/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2150,02,Rampart,0235,2,354,THEFT OF IDENTITY,0922 0100,62,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 S  CARONDELET                   ST,,34.0683,-118.2748
240606688,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1102,06,Hollywood,0677,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1501,33,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,5900    SANTA MONICA                 BL,,34.0908,-118.3179
240206964,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0700,02,Rampart,0269,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,800    GREEN                        AV,,34.0517,-118.2711
240907475,03/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0001,09,Van Nuys,0939,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 0329 1822,73,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,6100    ETHEL                        AV,,34.1812,-118.4182
240208123,03/20/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1200,02,Rampart,0238,1,121,"RAPE, FORCIBLE",0516 0527 0532 0913 1817,0,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1300    ANGELINA                     ST,,34.0648,-118.2559
240607351,03/13/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1217,06,Hollywood,0668,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1501,28,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,5500 W  SUNSET                       BL,,34.0981,-118.3092
240207027,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2300,02,Rampart,0295,2,888,TRESPASSING,1822 0100,52,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1400 S  UNION                        AV,,34.0423,-118.2804
240206899,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0700,02,Rampart,0211,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AO,Adult Other,510,,,,4300    MELROSE                      AV,,34.0836,-118.2941
240706431,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0030,07,Wilshire,0762,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,0,M,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,740,998,,,6000 W  PICO                         BL,,34.0524,-118.3711
240706608,03/02/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1200,07,Wilshire,0736,1,310,BURGLARY,0358 0344,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,300 S  CLOVERDALE                   AV,,34.069,-118.3462
240606755,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1730,06,Hollywood,0679,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,5000    ROMAINE                      ST,,34.0885,-118.3005
240206965,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1825,02,Rampart,0281,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0104,23,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,2000 W  PICO                         BL,,34.0491,-118.2823
241706428,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0830,17,Devonshire,1757,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1300 1822 2004,49,F,H,102,SIDEWALK,113,SIMULATED GUN,IC,Invest Cont,930,,,,16900    LASSEN                       ST,,34.2539,-118.4967
240906286,03/01/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1730,09,Van Nuys,0941,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,55,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,5800    VAN NUYS                     BL,,34.1757,-118.4487
240906290,03/01/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1328,09,Van Nuys,0985,2,354,THEFT OF IDENTITY,1822 0930,30,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14200    DICKENS                      ST,,34.1486,-118.4425
240906118,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2000,09,Van Nuys,0966,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,13400    MARGATE                      ST,,34.1675,-118.4254
240706408,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1115,07,Wilshire,0743,2,354,THEFT OF IDENTITY,0922 0930,78,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800 S  SIERRA BONITA                AV,,34.0605,-118.3546
240206990,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1958,02,Rampart,0245,2,354,THEFT OF IDENTITY,1822 0344 0929 0930 0100,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2500    WILSHIRE                     BL,,34.0601,-118.2805
240706421,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1410,07,Wilshire,0736,1,210,ROBBERY,1309 0213 0302 0355,39,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,3RD,COCHRAN,34.0692,-118.3472
240906980,03/19/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1200,09,Van Nuys,0935,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1300 1309,0,X,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,668,,,,14400    VICTORY                      BL,,34.1867,-118.4465
240906094,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1050,09,Van Nuys,0919,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,37,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7100    WOODMAN                      AV,,34.1994,-118.4313
240906131,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1500,09,Van Nuys,0914,1,330,BURGLARY FROM VEHICLE,0344 1307,70,M,B,101,STREET,,,IC,Invest Cont,330,,,,15200    VOSE                         ST,,34.1985,-118.464
241706557,03/02/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0550,17,Devonshire,1718,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1602 0344 0329 0385,35,M,X,104,DRIVEWAY,,,IC,Invest Cont,331,,,,15800    KALISHER                     ST,,34.2772,-118.477
240207020,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1210,02,Rampart,0238,1,320,"BURGLARY, ATTEMPTED",1822 1607,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320,,,,300    PATTON                       ST,,34.0652,-118.2593
240706485,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1730,07,Wilshire,0738,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 1407,38,M,O,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,753,998,,,700 S  LONGWOOD                     AV,,34.0621,-118.3366
241700651,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,2048,17,Devonshire,1758,1,648,ARSON,0329 1501,38,F,H,101,STREET,506,FIRE,IC,Invest Cont,648,,,,10200    WOODLEY                      AV,,34.2559,-118.4849
240706587,03/02/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1344,07,Wilshire,0736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
240706466,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1150,07,Wilshire,0722,2,888,TRESPASSING,1501,50,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,100 S  KINGS                        RD,,34.0745,-118.3721
240606866,03/01/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1345,06,Hollywood,0639,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501 1822 0344,44,M,O,406,OTHER STORE,,,IC,Invest Cont,440,,,,5400    HOLLYWOOD                    BL,,34.1036,-118.3049
241706459,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1700,17,Devonshire,1701,2,354,THEFT OF IDENTITY,1822 0929,59,M,W,108,PARKING LOT,,,IC,Invest Cont,354,998,,,19900    RINALDI                      ST,,34.2753,-118.5681
240906148,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1400,09,Van Nuys,0932,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,50,M,H,410,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",,,AA,Adult Arrest,442,,,,6100 N  SEPULVEDA                    BL,,34.1807,-118.4662
241706485,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1630,17,Devonshire,1791,1,210,ROBBERY,1258 1251 0216 2024 1822 0305 0342 0416 0417 0344,13,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8500    DE SOTO                      AV,,34.2246,-118.5885
240607399,03/01/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0400,06,Hollywood,0668,1,330,BURGLARY FROM VEHICLE,1501 1822 0344 1300,21,M,W,101,STREET,,,IC,Invest Cont,330,,,,1300 N  WESTERN                      AV,,34.0944,-118.3125
240706532,03/01/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1300,07,Wilshire,0733,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,32,F,C,108,PARKING LOT,,,IC,Invest Cont,440,,,,5900    WILSHIRE                     BL,,34.0637,-118.3562
240706454,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1400,07,Wilshire,0713,2,662,"BUNCO, GRAND THEFT",1822 0701 0344,38,M,W,710,OTHER PREMISE,,,IC,Invest Cont,662,,,,300 N  GENESEE                      AV,,34.0761,-118.3584
240606722,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0300,06,Hollywood,0663,1,310,BURGLARY,1822 0344,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
240906127,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0403,09,Van Nuys,0929,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,61,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,13500    VICTORY                      BL,,34.1887,-118.4247
240207008,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1100,02,Rampart,0269,1,310,BURGLARY,0344 1601,0,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1200 W  8TH                          ST,,34.0496,-118.2677
240606923,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1300,06,Hollywood,0649,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501 1822 0344,22,F,W,101,STREET,,,IC,Invest Cont,440,,,,1600 N  HARVARD                      BL,,34.1001,-118.3043
240706526,03/01/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1609,07,Wilshire,0736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
240606743,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1852,06,Hollywood,0631,1,310,BURGLARY,0206 0209 1202 1606 0352 1412 0321 1822 0344 1501,60,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 N  DOHENY                       DR,,34.1045,-118.3883
241706592,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,2045,17,Devonshire,1745,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1602 0344 0329 0385,52,M,O,101,STREET,,,IC,Invest Cont,331,,,,17100    KINGSBURY                    ST,,34.2636,-118.5057
241706647,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1300,17,Devonshire,1722,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 0329,77,M,W,104,DRIVEWAY,,,IC,Invest Cont,740,,,,21900    GERMAIN                      ST,,34.2628,-118.6048
240207879,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0540,02,Rampart,0231,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606 1822,34,M,F,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,,,,200 S  VENDOME                      ST,,34.0689,-118.2841
240706528,03/01/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1836,07,Wilshire,0782,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,W  18TH                         ST,LA CIENEGA                   BL,34.0445,-118.3768
240608047,03/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,2200,06,Hollywood,0645,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1501,28,F,W,503,HOTEL,,,IC,Invest Cont,341,,,,1700 N  HIGHLAND                     AV,,34.1006,-118.3417
240706480,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,2022,07,Wilshire,0743,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,41,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,800 S  SIERRA BONITA                AV,,34.0605,-118.3546
241706484,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1300,17,Devonshire,1754,2,354,THEFT OF IDENTITY,1822 0377,36,M,W,726,POLICE FACILITY,,,IC,Invest Cont,354,,,,10200    ETIWANDA                     AV,,34.2555,-118.5323
240606691,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0140,06,Hollywood,0646,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416 0446 0329,21,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6500    HOLLYWOOD                    BL,,34.1016,-118.331
240207010,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0100,02,Rampart,0238,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 0360,22,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,400 E  EDGEWARE                     RD,,34.0656,-118.2553
241706562,03/01/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1830,17,Devonshire,1718,2,354,THEFT OF IDENTITY,0930 1822,40,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16000    SIMONDS                      ST,,34.2764,-118.4783
240906163,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1224,09,Van Nuys,0966,2,900,VIOLATION OF COURT ORDER,2038 1501,36,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,,,,13400    WEDDINGTON                   ST,,34.1667,-118.4253
240606741,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1200,06,Hollywood,0636,1,310,BURGLARY,1501 1822 0344,22,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,6500    HOLLYWOOD                    BL,,34.1034,-118.3325
240906521,03/07/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1200,09,Van Nuys,0985,1,310,BURGLARY,1602 0344 0358,59,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,4600    VAN NUYS                     BL,,34.15,-118.4424
241706552,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1800,17,Devonshire,1752,1,330,BURGLARY FROM VEHICLE,0386 0344 0352,42,F,F,108,PARKING LOT,,,IC,Invest Cont,330,,,,10000    DE SOTO                      AV,,34.2518,-118.5886
240906155,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1345,09,Van Nuys,0923,1,210,ROBBERY,0344 0945 1822 1414 1420 0355,33,M,O,244,TOBACCO SHOP,511,VERBAL THREAT,IC,Invest Cont,210,,,,14600    VICTORY                      BL,,34.1903,-118.4574
241706556,03/02/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1100,17,Devonshire,1781,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0377 0352 0344 1202,72,F,W,221,PUBLIC STORAGE,,,IC,Invest Cont,331,,,,20500    NORDHOFF                     ST,,34.2318,-118.5797
240207006,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1400,02,Rampart,0233,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0416 0302 0334 0432 0913,25,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AO,Adult Other,236,,,,200 S  LA FAYETTE PARK              PL,,34.0693,-118.2792
241700648,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0500,17,Devonshire,1767,2,901,VIOLATION OF RESTRAINING ORDER,2000 0913 1402 2038 1813,44,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,998,,,9600    YOLANDA                      AV,,34.2449,-118.5405
241706630,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1510,17,Devonshire,1729,2,624,BATTERY - SIMPLE ASSAULT,1300 2024 1822 0444,50,M,A,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,17000    RINALDI                      ST,,34.2793,-118.5021
240207021,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1525,02,Rampart,0231,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1814 1309,45,M,H,103,ALLEY,,,IC,Invest Cont,901,,,,100 S  DILLON                       ST,,34.0707,-118.2841
240906287,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1835,09,Van Nuys,0923,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,406,OTHER STORE,,,IC,Invest Cont,442,,,,VAN NUYS                     BL,GILMORE                      ST,34.1876,-118.4487
240207009,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1045,02,Rampart,0245,2,624,BATTERY - SIMPLE ASSAULT,0603 0913 0417,26,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 S  GRAND VIEW                   ST,,34.0633,-118.2751
241706474,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1430,17,Devonshire,1712,1,310,BURGLARY,1202 0329 0344 1609 0352,71,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,19500    SINGING HILLS                DR,,34.279,-118.5574
241700654,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,2040,17,Devonshire,1764,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0202 0216 0352 1607 1402,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,341,998,,,9300    TAMPA                        AV,,34.244,-118.5583
240706531,03/01/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0925,07,Wilshire,0719,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,32,M,W,102,SIDEWALK,,,IC,Invest Cont,341,,,,5700    MELROSE                      AV,,34.0835,-118.3243
240906154,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,2320,09,Van Nuys,0941,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1243 2000,25,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,14500    BURBANK                      BL,,34.1766,-118.4589
241706514,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1800,17,Devonshire,1735,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,35,M,H,101,STREET,,,IC,Invest Cont,331,,,,17200    LOS ALIMOS                   ST,,34.2661,-118.5088
241700652,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1105,17,Devonshire,1701,1,210,ROBBERY,0945 0352 1822 0325 0444 0416 1402,0,X,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,20000    RINALDI                      ST,,34.2756,-118.5702
240207060,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1630,02,Rampart,0236,2,901,VIOLATION OF RESTRAINING ORDER,0913 1813 2038,36,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,901,,,,100 S  BURLINGTON                   AV,,34.065,-118.2666
240207201,03/03/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1302,02,Rampart,0205,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,48,F,F,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,745,,,,600 N  LA FAYETTE PARK              PL,,34.0764,-118.2748
240606745,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0030,06,Hollywood,0636,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0400 0913 1820 0416 1501 1601 0446 1300,38,M,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,624,,,1700    WHITLEY                      AV,,34.1016,-118.3333
241706504,03/01/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1600,17,Devonshire,1785,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104,DRIVEWAY,,,IC,Invest Cont,420,,,,18600    PRAIRIE                      ST,,34.2391,-118.5385
240606740,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1804,06,Hollywood,0663,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,45,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,1200 N  LAS PALMAS                   AV,,34.0926,-118.3363
240606724,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1715,06,Hollywood,0636,2,624,BATTERY - SIMPLE ASSAULT,1822 1218 2004 0400 0416,63,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1700 N  HIGHLAND                     AV,,34.1016,-118.3387
241706558,03/02/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0950,17,Devonshire,1796,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1602 0329 0344 0385,44,F,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,8500    BALBOA                       BL,,34.224,-118.5026
241706464,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1240,17,Devonshire,1793,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 0377 1606 1300 1314 0344,72,F,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,8800    TAMPA                        AV,,34.2299,-118.5535
241708168,04/10/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1100,17,Devonshire,1781,1,330,BURGLARY FROM VEHICLE,0344,72,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,330,,,,20500    NORDHOFF                     ST,,34.2318,-118.5797
240207002,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0815,02,Rampart,0248,2,850,INDECENT EXPOSURE,1810 0913 0529,59,F,B,108,PARKING LOT,,,IC,Invest Cont,850,,,,300    LOMA                         DR,,34.0599,-118.2656
241707400,03/22/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1720,17,Devonshire,1729,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11100    BALBOA                       BL,,34.2757,-118.5144
241706476,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1630,17,Devonshire,1712,1,310,BURGLARY,0329 0344 0321 1609 0352,42,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,19300    SINGING HILLS                DR,,34.2775,-118.554
241706881,03/10/2024 12:00:00 AM,02/28/2024 12:00:00 AM,2054,17,Devonshire,1729,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0352,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,11100    BALBOA                       BL,,34.2757,-118.5144
240706495,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,2200,07,Wilshire,0782,1,310,BURGLARY,0344 0329,48,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900    STEARNS                      DR,,34.0421,-118.3741
240207050,02/29/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1220,02,Rampart,0249,2,354,THEFT OF IDENTITY,1822 0930,0,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100    WILSHIRE                     BL,,34.0523,-118.2633
