"county_name","year","state","party","candidate","candidatevotes","party_percentage"
"CATAHOULA",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",2744,65.4424040066778
"CLAIBORNE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",3649,54.2038027332145
"CONCORDIA",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",5450,58.1023454157783
"DE SOTO",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",7353,56.3405103057237
"EAST BATON ROUGE",2012,"LOUISIANA","DEMOCRAT","BARACK OBAMA",102656,51.8017267915083
"EAST CARROLL",2012,"LOUISIANA","DEMOCRAT","BARACK OBAMA",2478,61.8263473053892
"EAST FELICIANA",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",5397,52.8651190126359
"EVANGELINE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",10181,64.5592897907419
"FRANKLIN",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",6294,67.4164524421594
"GRANT",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",7082,81.7122418368524
"IBERIA",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",20892,62.5565170524299
"IBERVILLE",2012,"LOUISIANA","DEMOCRAT","BARACK OBAMA",9548,56.1184906547549
"JACKSON",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",5132,68.1631026696772
"JEFFERSON",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",102536,58.145772727015
"JEFFERSON DAVIS",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",10014,72.9139362166885
"LAFAYETTE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",64992,65.8867419557592
"LAFOURCHE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",28592,73.1721049264235
"LA SALLE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",5726,87.1272063298844
"LINCOLN",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",10739,56.5418838519454
"LIVINGSTON",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",45513,84.1866745588398
"MADISON",2012,"LOUISIANA","DEMOCRAT","BARACK OBAMA",3154,60.8058608058608
"MOREHOUSE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",6591,52.2514666243856
"NATCHITOCHES",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",9077,52.5958975547572
"ORLEANS",2012,"LOUISIANA","DEMOCRAT","BARACK OBAMA",126722,80.2988346967614
"OUACHITA",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",40948,59.8008003037649
"PLAQUEMINES",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",6471,63.1995312042192
"POINTE COUPEE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",6548,53.9063143162921
"RAPIDES",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",37193,64.1048622003137
"RED RIVER",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",2483,51.653838152694
"RICHLAND",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",5846,62.6648086611641
"SABINE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",7738,76.9720481448324
"ST. BERNARD",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",8501,60.9172339663203
"ST. CHARLES",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",15937,62.9100382899775
"ST. HELENA",2012,"LOUISIANA","DEMOCRAT","BARACK OBAMA",3780,59.1179230528621
"ST. JAMES",2012,"LOUISIANA","DEMOCRAT","BARACK OBAMA",7059,56.9503832190399
"ST. JOHN THE BAPTIST",2012,"LOUISIANA","DEMOCRAT","BARACK OBAMA",13179,62.3917057236188
"ST. LANDRY",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",21475,51.5643383677096
"ST. MARTIN",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",15653,61.5460228836551
"ST. MARY",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",13885,58.7351945854484
"ST. TAMMANY",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",84723,75.0411861614498
"TANGIPAHOA",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",31590,63.0551508014132
"TENSAS",2012,"LOUISIANA","DEMOCRAT","BARACK OBAMA",1564,55.6187766714083
"TERREBONNE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",29503,69.6795068609622
"UNION",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",7561,70.2303548207319
"VERMILION",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",18910,75.6793532636971
"VERNON",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",12150,77.8347213324792
"WASHINGTON",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",11798,63.4949679780421
"WEBSTER",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",11400,61.9026933101651
"WEST BATON ROUGE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",6922,54.1881947706278
"WEST CARROLL",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",3628,79.7713280562885
"WEST FELICIANA",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",3257,56.3787432923663
"WINN",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",4541,69.4980104071013
"ANDROSCOGGIN",2012,"MAINE","DEMOCRAT","BARACK OBAMA",28989,54.8390147932352
"AROOSTOOK",2012,"MAINE","DEMOCRAT","BARACK OBAMA",17777,52.5014766686356
"CUMBERLAND",2012,"MAINE","DEMOCRAT","BARACK OBAMA",101950,62.2458573992893
"FRANKLIN",2012,"MAINE","DEMOCRAT","BARACK OBAMA",9367,57.5297874953937
"HANCOCK",2012,"MAINE","DEMOCRAT","BARACK OBAMA",17569,57.0440598720738
"KENNEBEC",2012,"MAINE","DEMOCRAT","BARACK OBAMA",35068,55.2278060380805
"KNOX",2012,"MAINE","DEMOCRAT","BARACK OBAMA",13223,59.9220555580731
"LINCOLN",2012,"MAINE","DEMOCRAT","BARACK OBAMA",11315,54.5117309823192
"OXFORD",2012,"MAINE","DEMOCRAT","BARACK OBAMA",16330,55.5064581917063
"PENOBSCOT",2012,"MAINE","DEMOCRAT","BARACK OBAMA",38811,50.2043825834993
"PISCATAQUIS",2012,"MAINE","REPUBLICAN","MITT ROMNEY",4530,50.5862646566164
"SAGADAHOC",2012,"MAINE","DEMOCRAT","BARACK OBAMA",11821,56.8481292680581
"SOMERSET",2012,"MAINE","DEMOCRAT","BARACK OBAMA",12216,49.2838988179288
"WALDO",2012,"MAINE","DEMOCRAT","BARACK OBAMA",11296,53.6346802146147
"WASHINGTON",2012,"MAINE","DEMOCRAT","BARACK OBAMA",7803,49.2738065167972
"YORK",2012,"MAINE","DEMOCRAT","BARACK OBAMA",61551,56.961603598101
"ALLEGANY",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",19230,64.4221105527638
"ANNE ARUNDEL",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",126832,48.7524744863639
"BALTIMORE",2012,"MARYLAND","DEMOCRAT","BARACK OBAMA",220322,57.2589154378323
"CALVERT",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",23952,52.6209411661321
"CAROLINE",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",8098,60.6273863891592
"CARROLL",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",56761,64.8430360080424
"CECIL",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",24806,58.394538606403
"CHARLES",2012,"MARYLAND","DEMOCRAT","BARACK OBAMA",48774,64.840073382787
"DORCHESTER",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",7976,51.6446516446516
"FREDERICK",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",58798,50.2053537121633
"GARRETT",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",9743,74.0518355248157
"HARFORD",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",72911,57.887006367404
"HOWARD",2012,"MARYLAND","DEMOCRAT","BARACK OBAMA",91393,59.6918515035139
"KENT",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",4870,49.1720516962843
"MONTGOMERY",2012,"MARYLAND","DEMOCRAT","BARACK OBAMA",323400,70.9222968824015
"PRINCE GEORGE'S",2012,"MARYLAND","DEMOCRAT","BARACK OBAMA",347938,89.7339481719898
"QUEEN ANNE'S",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",15823,63.5768241722919
"ST. MARY'S",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",26797,56.0325359652058
"SOMERSET",2012,"MARYLAND","DEMOCRAT","BARACK OBAMA",5240,50.3894605250505
"TALBOT",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",11339,55.4230412043599
"WASHINGTON",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",36074,57.4838658274241
"WICOMICO",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",21764,51.5014553112946
"WORCESTER",2012,"MARYLAND","REPUBLICAN","MITT ROMNEY",15951,58.1728665207877
"BALTIMORE CITY",2012,"MARYLAND","DEMOCRAT","BARACK OBAMA",221478,87.1943465679809
"BARNSTABLE",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",70822,53.2036209292717
"BERKSHIRE",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",48843,75.7420215240517
"BRISTOL",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",142962,59.1953094915717
"DUKES",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",7978,72.7388767323122
"ESSEX",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",210302,57.4035708339134
"FRANKLIN",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",27072,71.6987128555538
"HAMPDEN",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",123619,61.6864355610557
"HAMPSHIRE",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",57359,70.2748067286605
"MIDDLESEX",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",471804,62.5593699033374
"NANTUCKET",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",3830,62.5816993464052
"NORFOLK",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",202714,56.8586037927427
"PLYMOUTH",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",131845,51.3953479306595
"SUFFOLK",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",223896,77.4464022580578
"WORCESTER",2012,"MASSACHUSETTS","DEMOCRAT","BARACK OBAMA",198244,53.708359522313
"ALCONA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",3571,58.502621231979
"ALGER",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",2330,50.4547423126895
"ALLEGAN",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",31123,59.1478363328836
"ALPENA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",7298,52.0764949336378
"ANTRIM",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",7917,60
"ARENAC",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",4057,51.7408493814564
"BARAGA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",1866,53.4670487106017
"BARRY",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",16655,58.4140011223345
"BAY",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",27877,52.2227009610161
"BENZIE",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",5075,51.2574487425513
"BERRIEN",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",38209,52.7042498310275
"BRANCH",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",10035,58.5233568554266
"CALHOUN",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",29267,50.1774478371938
"CASS",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",12659,56.2872387727879
"CHARLEVOIX",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",8000,56.777856635912
"CHEBOYGAN",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",7286,54.7366839456089
"CHIPPEWA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",8278,53.1868414289386
"CLARE",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",6988,51.7476303317536
"CLINTON",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",20650,52.6315789473684
"CRAWFORD",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",3744,54.9457000293513
"DELTA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",9534,52.819944598338
"DICKINSON",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",7688,60.0156128024981
"EATON",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",27913,50.9472877272395
"EMMET",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",10253,57.8971144615732
"GENESEE",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",128978,63.5569375113954
"GLADWIN",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",6661,52.9365016291822
"GOGEBIC",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",4058,53.5638859556494
"GRAND TRAVERSE",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",26534,55.2803183399654
"GRATIOT",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",8241,51.3938260056127
"HILLSDALE",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",11727,61.3979057591623
"HOUGHTON",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",8196,53.6317235963879
"HURON",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",8806,56.871609403255
"INGHAM",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",80847,63.206160581659
"IONIA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",14315,55.5684950118396
"IOSCO",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",6909,51.7760791366906
"IRON",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",3224,53.8410153640614
"ISABELLA",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",13038,54.0569675359675
"JACKSON",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",36298,52.267949197938
"KALAMAZOO",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",69051,56.0578999496663
"KALKASKA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",4901,59.0553078684179
"KENT",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",155925,53.2194480946124
"KEWEENAW",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",774,55.6034482758621
"LAKE",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",2752,52.0522035180632
"LAPEER",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",23734,55.0481271019367
"LEELANAU",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",7483,52.7863995485327
"LENAWEE",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",22351,49.9754047044093
"LIVINGSTON",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",60083,61.0990776615109
"LUCE",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",1580,60.8628659476117
"MACKINAC",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",3397,55.6976553533366
"MACOMB",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",208016,51.4781506906946
"MANISTEE",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",6473,52.1931946460248
"MARQUETTE",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",18115,56.2682487420016
"MASON",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",7580,51.9035880580663
"MECOSTA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",9176,54.2541240465914
"MENOMINEE",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",5564,50.9383868900485
"MIDLAND",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",23919,57.2855295301049
"MISSAUKEE",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",4665,66.3867937953608
"MONROE",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",36310,49.8400889462342
"MONTCALM",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",13621,53.5606149974441
"MONTMORENCY",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",2928,57.9687190655316
"MUSKEGON",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",44436,58.3432900489739
"NEWAYGO",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",12457,57.9988825775212
"OAKLAND",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",349002,53.5601980948639
"OCEANA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",6239,54.4890829694323
"OGEMAW",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",5437,52.4756297654667
"ONTONAGON",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",1906,53.8570217575586
"OSCEOLA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",6141,59.748978400467
"OSCODA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",2308,57.100445324097
"OTSEGO",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",7011,59.2545638945233
"OTTAWA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",88166,66.6349235141182
"PRESQUE ISLE",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",3794,53.5875706214689
"ROSCOMMON",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",6701,51.4195825659914
"SAGINAW",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",54381,55.4557320878628
"ST. CLAIR",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",39271,52.939431930009
"ST. JOSEPH",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",12978,55.6017308598603
"SANILAC",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",10963,59.6820730578692
"SCHOOLCRAFT",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",2142,52.9150197628459
"SHIAWASSEE",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",17197,51.061492324594
"TUSCOLA",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",14240,54.7629119716956
"VAN BUREN",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",16290,49.6086731431008
"WASHTENAW",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",120890,67.3136888057374
"WAYNE",2012,"MICHIGAN","DEMOCRAT","BARACK OBAMA",595846,73.0360064964913
"WEXFORD",2012,"MICHIGAN","REPUBLICAN","MITT ROMNEY",8450,56.8908637985592
"AITKIN",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",4533,49.5843360315029
"ANOKA",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",93430,50.1059180006972
"BECKER",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",9204,56.1836161640825
"BELTRAMI",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",11818,53.5939413178541
"BENTON",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",10849,55.2984351903767
"BIG STONE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",1385,49.6593761204733
"BLUE EARTH",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",18164,52.9964404504872
"BROWN",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",7938,56.9890157225932
"CARLTON",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",11389,61.7758732913864
"CARVER",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",31155,58.8952532183973
"CASS",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",8957,55.4922247692212
"CHIPPEWA",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",3083,49.7177874536365
"CHISAGO",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",16227,55.1170136883937
"CLAY",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",15208,52.6483417572526
"CLEARWATER",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",2359,56.2068143912318
"COOK",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",1993,59.9939795304034
"COTTONWOOD",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",3316,56.5677243261685
"CROW WING",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",19415,55.598510882016
"DAKOTA",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",116255,50.3658679236291
"DODGE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",5522,53.4714825215455
"DOUGLAS",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",11884,56.7174151672791
"FARIBAULT",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",4104,53.2088681446908
"FILLMORE",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",5713,52.4513404333456
"FREEBORN",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",9326,55.8242547587693
"GOODHUE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",12986,50.3313825045541
"GRANT",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",1748,50.1290507599656
"HENNEPIN",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",423982,62.3443347327094
"HOUSTON",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",5281,50.5552364541451
"HUBBARD",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",6622,57.4826388888889
"ISANTI",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",11675,57.7484295394965
"ITASCA",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",12852,53.7313432835821
"JACKSON",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",3044,56.0589318600368
"KANABEC",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",4328,53.1042944785276
"KANDIYOHI",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",11240,52.3643139995341
"KITTSON",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",1241,51.2809917355372
"KOOCHICHING",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",3451,53.4375967791886
"LAC QUI PARLE",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",1974,49.5481927710843
"LAKE",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",4043,59.2815249266862
"LAKE OF THE WOODS",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",1306,58.4601611459266
"LE SUEUR",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",7715,52.1459952686719
"LINCOLN",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",1595,51.1217948717949
"LYON",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",6594,53.2289312237649
"MCLEOD",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",11069,59.6615102678812
"MAHNOMEN",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",1276,58.4784601283226
"MARSHALL",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",2569,54.6828437633035
"MARTIN",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",6657,60.6947483588621
"MEEKER",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",6913,56.5989847715736
"MILLE LACS",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",6951,53.0975479336949
"MORRISON",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",10159,60.7813808783056
"MOWER",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",11129,60.0302065915098
"MURRAY",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",2504,52.5277952590728
"NICOLLET",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",9652,52.5793975050389
"NOBLES",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",4581,53.7676056338028
"NORMAN",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",1730,53.9444964140942
"OLMSTED",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",39338,50.2298380918331
"OTTER TAIL",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",18860,59.5516261446164
"PENNINGTON",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",3305,50.7135184901028
"PINE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",6845,49.015395631937
"PIPESTONE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",2826,60.8265174343521
"POLK",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",7615,51.8274008031035
"POPE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",3142,50.3041946845981
"RAMSEY",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",184938,66.3283385098737
"RED LAKE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",978,49.5189873417722
"REDWOOD",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",4570,58.6649550706033
"RENVILLE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",4149,53.8132295719844
"RICE",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",17054,52.8527597855394
"ROCK",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",2810,57.9859678085019
"ROSEAU",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",4409,59.9700761697497
"SAINT LOUIS",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",73378,63.4790733083032
"SCOTT",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",40323,56.2800954680587
"SHERBURNE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",27848,59.876583026941
"SIBLEY",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",4693,60.0511836212412
"STEARNS",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",43015,54.8122379805548
"STEELE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",9903,51.7830997699226
"STEVENS",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",2766,48.9384288747346
"SWIFT",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",2751,53.7409650322329
"TODD",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",6719,56.9262052020673
"TRAVERSE",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",943,51.0557661072009
"WABASHA",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",6049,51.4239564736887
"WADENA",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",4143,61.0072154321897
"WASECA",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",5116,52.4879450087206
"WASHINGTON",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",70203,49.392470432623
"WATONWAN",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",2517,48.9307931570762
"WILKIN",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",1884,58.4729981378026
"WINONA",2012,"MINNESOTA","DEMOCRAT","BARACK OBAMA",14980,55.0088131609871
"WRIGHT",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",40466,59.6702842986906
"YELLOW MEDICINE",2012,"MINNESOTA","REPUBLICAN","MITT ROMNEY",2806,51.8285925378648
"ADAMS",2012,"MISSISSIPPI","DEMOCRAT","BARACK OBAMA",9061,58.6586392179711
"ALCORN",2012,"MISSISSIPPI","REPUBLICAN","MITT ROMNEY",11111,74.9224544841537
"AMITE",2012,"MISSISSIPPI","REPUBLICAN","MITT ROMNEY",4414,57.2800415260836
